nivel1,nivel2,nivel3,nivel4,monto
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,543640500
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,70000000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,APORTES ENT.EDUC. E INST. S/FINES DE L.,30000000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,SUBS. Y ASIST. SOCIAL A PERS. Y FAM. DEL SECTOR PRIVADO,20000000
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,12543101640
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GUINALDO,1047508470
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,100 SERVICIOS PERSONALES,120 REMUNERACIONES TEMPORALES,REMUNERACION EXTRAORD.,1392636683
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,100 SERVICIOS PERSONALES,120 REMUNERACIONES TEMPORALES,REMUNERACION ADICIONAL,1117227076
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,BONIFICACIONES Y GRATIF.,711489200
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,1373897751
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,586541212
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,481478010
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,50000000
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",70000000
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,310 PRODUCTOS ALIMENTICIOS,PRODUCTOS ALIMENTICIOS,500000000
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,800000000
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",39824000
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,57606060
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,300000000
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,117338305
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,500000000
DIRECC. DE POLICIA MUNICIPAL DE TRANSITO,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,50000000
DIRECC. DE JUVENTUD Y DEPORTE,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,776065080
DIRECC. DE JUVENTUD Y DEPORTE,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DE JUVENTUD Y DEPORTE,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,66922090
DIRECC. DE JUVENTUD Y DEPORTE,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,154073355
DIRECC. DE JUVENTUD Y DEPORTE,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,47425430
DIRECC. DE JUVENTUD Y DEPORTE,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,502055060
DIRECC. DE JUVENTUD Y DEPORTE,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,404925430
DIRECC. DE JUVENTUD Y DEPORTE,200 SERVICIOS NO PERSONALES,220 TRANSPORTE Y ALMACENAJE,TRANSPORTE Y ALMACENAJE,480
DIRECC. DE JUVENTUD Y DEPORTE,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,840
DIRECC. DE JUVENTUD Y DEPORTE,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,9475000
DIRECC. DE JUVENTUD Y DEPORTE,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,35175000
DIRECC. DE JUVENTUD Y DEPORTE,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",4680000
DIRECC. DE JUVENTUD Y DEPORTE,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,7055000
DIRECC. DE JUVENTUD Y DEPORTE,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,6208000
DIRECC. DE JUVENTUD Y DEPORTE,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,620
DIRECC. DE JUVENTUD Y DEPORTE,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,40044000
DIRECC. DE JUVENTUD Y DEPORTE,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,27850000
DIRECC. DE JUVENTUD Y DEPORTE,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,BECAS,383040000
DIRECC. DE JUVENTUD Y DEPORTE,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,OTRAS TRANS. CORRIENTES,40900000
DIRECC. DE DEFENSA DEL CONSUMIDOR,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,3307373760
DIRECC. DE DEFENSA DEL CONSUMIDOR,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DE DEFENSA DEL CONSUMIDOR,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,277864480
DIRECC. DE DEFENSA DEL CONSUMIDOR,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,510675562
DIRECC. DE DEFENSA DEL CONSUMIDOR,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,1193912336
DIRECC. DE DEFENSA DEL CONSUMIDOR,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,229114210
DIRECC. DE DEFENSA DEL CONSUMIDOR,200 SERVICIOS NO PERSONALES,210 SERVICIOS BASICOS,SERVICIOS BASICOS,1500000
DIRECC. DE DEFENSA DEL CONSUMIDOR,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,30597600
DIRECC. DE DEFENSA DEL CONSUMIDOR,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",85790000
DIRECC. DE DEFENSA DEL CONSUMIDOR,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,450
DIRECC. DE DEFENSA DEL CONSUMIDOR,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,"OTROS SERVICIOS EN GENERAL 7,465,500",7465500
DIRECC. DE DEFENSA DEL CONSUMIDOR,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,138983000
DIRECC. DE DEFENSA DEL CONSUMIDOR,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",19980251
DIRECC. DE DEFENSA DEL CONSUMIDOR,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,21396140
DIRECC. DE DEFENSA DEL CONSUMIDOR,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,400000000
DIRECC. DE DEFENSA DEL CONSUMIDOR,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,150000000
DIRECC. DE DEFENSA DEL CONSUMIDOR,500 INVERSION FISICA,520 CONSTRUCCIONES,CONSTRUCCIONES,34260000
DIRECC. DE DEFENSA DEL CONSUMIDOR,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,232314000
DIRECC. DE DEFENSA DEL CONSUMIDOR,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,9900000
DIRECC. DE ACCION CULTURAL Y TURISMO,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,1372395240
DIRECC. DE ACCION CULTURAL Y TURISMO,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DE ACCION CULTURAL Y TURISMO,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,116616270
DIRECC. DE ACCION CULTURAL Y TURISMO,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,236343105
DIRECC. DE ACCION CULTURAL Y TURISMO,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,664806880
DIRECC. DE ACCION CULTURAL Y TURISMO,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,650680082
DIRECC. DE ACCION CULTURAL Y TURISMO,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,97138145
DIRECC. DE ACCION CULTURAL Y TURISMO,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,1050000
DIRECC. DE ACCION CULTURAL Y TURISMO,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",5000000
DIRECC. DE ACCION CULTURAL Y TURISMO,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,7000000
DIRECC. DE ACCION CULTURAL Y TURISMO,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,15500000
DIRECC. DE ACCION CULTURAL Y TURISMO,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,70000000
DIRECC. DE ACCION CULTURAL Y TURISMO,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",2000000
DIRECC. DE ACCION CULTURAL Y TURISMO,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,6500000
DIRECC. DE ACCION CULTURAL Y TURISMO,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,3300000
DIRECC. DE ACCION CULTURAL Y TURISMO,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,100000000
DIRECC. DE ACCION CULTURAL Y TURISMO,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,15000000
DIRECC. DE ACCION CULTURAL Y TURISMO,500 INVERSION FISICA,590 OTROS GASTOS DE INV. Y REP. MAYORES,OTROS GASTOS DE INV. Y REP. MAYORES,7000000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,327795140
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,2573584900
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,244031670
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,SUBSIDIO FAMILIAR,98499000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,BONIFICACIONES Y GRATIF.,924187068
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,694093820
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,3153868489
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,285309193
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,190 OTROS GASTOS DE PERSONAL,SUBSIDIO PARA LA SALUD,158035920
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,100 SERVICIOS PERSONALES,190 OTROS GASTOS DE PERSONAL,OTROS GASTOS DE PERSONAL,100000000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,200 SERVICIOS NO PERSONALES,210 SERVICIOS BASICOS,SERVICIOS BASICOS,406320000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",136791838
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,200 SERVICIOS NO PERSONALES,250 ALQUILERES Y DERECHOS,ALQUILERES Y DERECHOS,607758004
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,185500000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,310 PRODUCTOS ALIMENTICIOS,PRODUCTOS ALIMENTICIOS,16117500
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,285538000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",35898500
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,151661985
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,38780000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,360 COMBUSTIBLES Y LUBRICANTES,COMBUSTIBLES Y LUBRICANTES,395550000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,64593600
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,800 TRANSFERENCIAS,830 OTRAS TRANSF. CORR. AL S. PUB. O PRIV.,"OTRAS TRAN. CORR. AL S. PUB. O PRIV., V.",7600000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,INDEMNIZACIONES,300000000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,OTRAS TRANS. CORRIENTES,5000000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,800 TRANSFERENCIAS,850 TRANSF. CORR. AL SECTOR EXTERNO,TRANSF. CORR. AL SECTOR EXTERNO,5750000
DIRECC. DE ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,900 OTROS GASTOS,"910 PAGO DE IMP.,TASAS, GASTOS JUD.","PAGO DE IMP.,TASAS, GASTOS JUD.",61380000
DIRECC. ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,500 INVERSION FISICA,520 CONSTRUCCIONES,CONSTRUCCIONES,1704150513
DIRECC. ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,500 INVERSION FISICA,520 CONSTRUCCIONES,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,3126000000
DIRECC. ABASTECIMIENTO DE LA MUNIC. DE ASUNCION,500 INVERSION FISICA,520 CONSTRUCCIONES,ADQ. DE ACTIVOS INTANGIBLES,300000000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,2251119480
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,78391560
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,195921602
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,230629232
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,47425430
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,157491438
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,430300000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,2750000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",500000000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,1574380000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,20000000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,200 SERVICIOS NO PERSONALES,290 SERV. CAPACITACION Y ADIEST.,SERV. CAPACITACION Y ADIEST.,150000000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",8720000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,124487500
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,6950000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,6570000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,500 INVERSION FISICA,520 CONSTRUCCIONES,CONSTRUCCIONES,1000000000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,120000000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,1596335000
DIR.GRAL.PLANIFICACION E INNOVACION TECNOLOGICA,500 INVERSION FISICA,570 ADQ. DE ACTIVOS INTANGIBLES,ADQ. DE ACTIVOS INTANGIBLES,1000000000
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,548796480
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,90000000
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,53233040
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,83819077
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,190006362
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,227500000
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,200 SERVICIOS NO PERSONALES,210 SERVICIOS BASICOS,SERVICIOS BASICOS,16577000
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,200000000
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,51600000
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,64658600
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,15000000
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",26391935
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,17150241
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,550
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,1188000
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,21000000
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,APORTES ENT.EDUC. E INST. S/FINES DE L.,1350000000
DIR.GRAL.DE RELAC. INTERNACIONALES E INTERINSTITUC.,800 TRANSFERENCIAS,850 TRANSF. CORR. AL SECTOR EXTERNO,TRANSF. CORR. AL SECTOR EXTERNO,150000000
DIR.GRAL.DE COMUNICACIÓN,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,1765429920
DIR.GRAL.DE COMUNICACIÓN,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,63000000
